Field of Study,Current Occupation,Age,Gender,Years of Experience,Education Level,Industry Growth Rate,Job Satisfaction,Work-Life Balance,Job Opportunities,Salary,Job Security,Career Change Interest,Skills Gap,Certifications,Freelancing Experience,Geographic Mobility,Professional Networks,Career Change Events,Technology Adoption,Likely to Change Occupation,Education Level (ord),Industry Growth Rate (ord)
Computer Science,Software Developer,33.0,Female,2.0,Bachelor's,High,2.0,7.0,61.0,36321.0,10.0,0.0,3.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0,1.0,2.0
Biology,Biologist,37.0,Female,18.0,Bachelor's,Medium,6.0,1.0,6.0,85885.0,8.0,0.0,7.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,1.0,1.0
Biology,Psychologist,55.0,Male,22.0,PhD,High,2.0,5.0,35.0,102237.0,4.0,1.0,8.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,3.0,2.0
Law,Business Analyst,44.0,Male,19.0,Bachelor's,Low,9.0,3.0,94.0,198330.0,5.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0
Biology,Software Developer,36.0,Female,16.0,PhD,High,6.0,8.0,54.0,176119.0,7.0,1.0,9.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0
Business,Business Analyst,25.0,Male,7.0,High School,Medium,4.0,4.0,3.0,63114.0,8.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0
Biology,Mechanical Engineer,45.0,Female,36.0,High School,Medium,1.0,2.0,61.0,165514.0,2.0,0.0,7.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,0.0,1.0
Economics,Biologist,37.0,Female,39.0,High School,Medium,2.0,1.0,38.0,181571.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0
Law,Business Analyst,45.0,Female,2.0,Master's,Medium,4.0,10.0,52.0,162330.0,4.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0
Medicine,Business Analyst,24.0,Male,15.0,Master's,High,4.0,7.0,49.0,60504.0,6.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,10.0,1.0,2.0,2.0
Law,Teacher,54.0,Female,10.0,High School,Low,5.0,5.0,37.0,144155.0,2.0,0.0,7.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
Economics,Economist,50.0,Female,25.0,PhD,High,5.0,9.0,16.0,51683.0,5.0,0.0,9.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,3.0,2.0
Psychology,Doctor,39.0,Male,30.0,Bachelor's,Low,6.0,8.0,98.0,142096.0,7.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0
Biology,Doctor,40.0,Female,26.0,High School,High,10.0,3.0,97.0,38249.0,4.0,0.0,7.0,0.0,0.0,1.0,9.0,2.0,3.0,1.0,0.0,2.0
Law,Business Analyst,56.0,Female,33.0,PhD,High,6.0,6.0,33.0,189179.0,8.0,0.0,9.0,1.0,0.0,1.0,5.0,1.0,5.0,0.0,3.0,2.0
Medicine,Psychologist,33.0,Male,5.0,Bachelor's,High,9.0,9.0,89.0,99425.0,10.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,2.0
Economics,Business Analyst,29.0,Male,32.0,PhD,Medium,6.0,10.0,27.0,32075.0,2.0,1.0,7.0,1.0,1.0,0.0,8.0,0.0,8.0,1.0,3.0,1.0
Biology,Lawyer,42.0,Female,23.0,High School,Medium,7.0,5.0,15.0,72519.0,8.0,0.0,10.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,0.0,1.0
Psychology,Economist,57.0,Female,39.0,PhD,High,10.0,1.0,7.0,105042.0,8.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0
Arts,Doctor,27.0,Male,26.0,High School,Low,3.0,8.0,28.0,100857.0,4.0,1.0,6.0,0.0,0.0,0.0,9.0,1.0,3.0,1.0,0.0,0.0
Arts,Software Developer,30.0,Female,16.0,Master's,Medium,4.0,1.0,48.0,94053.0,6.0,0.0,7.0,0.0,0.0,0.0,7.0,2.0,10.0,1.0,2.0,1.0
Education,Mechanical Engineer,49.0,Male,29.0,High School,High,5.0,9.0,68.0,191597.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0
Biology,Biologist,28.0,Male,17.0,Master's,Medium,9.0,4.0,37.0,48546.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0
Medicine,Teacher,25.0,Female,10.0,High School,Medium,8.0,2.0,72.0,99736.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,1.0
Biology,Business Analyst,53.0,Female,38.0,PhD,Low,7.0,1.0,45.0,34935.0,3.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,3.0,0.0
Psychology,Teacher,36.0,Female,7.0,Bachelor's,High,3.0,10.0,82.0,128327.0,9.0,0.0,5.0,0.0,0.0,0.0,8.0,1.0,4.0,1.0,1.0,2.0
Arts,Economist,27.0,Male,30.0,Master's,Low,8.0,7.0,25.0,106604.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,8.0,0.0,2.0,0.0
Biology,Artist,38.0,Female,5.0,Bachelor's,Low,2.0,6.0,10.0,43474.0,8.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,1.0,0.0
Education,Economist,49.0,Female,36.0,Bachelor's,Medium,8.0,2.0,84.0,61645.0,9.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
Computer Science,Mechanical Engineer,26.0,Male,32.0,Bachelor's,Low,4.0,4.0,34.0,152093.0,5.0,0.0,4.0,1.0,0.0,1.0,9.0,0.0,8.0,1.0,1.0,0.0
Education,Software Developer,28.0,Male,14.0,PhD,High,7.0,8.0,46.0,108957.0,6.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,6.0,0.0,3.0,2.0
Arts,Lawyer,58.0,Male,20.0,Master's,Medium,9.0,3.0,10.0,138721.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0
Psychology,Teacher,50.0,Female,39.0,Master's,Medium,7.0,3.0,24.0,78019.0,6.0,0.0,8.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,2.0,1.0
Psychology,Economist,37.0,Male,21.0,Master's,Medium,9.0,10.0,83.0,70549.0,9.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0
Biology,Biologist,55.0,Male,9.0,High School,Medium,4.0,7.0,22.0,119557.0,5.0,0.0,8.0,1.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0
Computer Science,Lawyer,46.0,Female,38.0,Bachelor's,Medium,9.0,8.0,86.0,175329.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0
Arts,Teacher,31.0,Male,19.0,Bachelor's,Low,7.0,1.0,64.0,120125.0,5.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0
Psychology,Lawyer,26.0,Female,21.0,Bachelor's,High,6.0,6.0,11.0,182613.0,2.0,0.0,10.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,1.0,2.0
Computer Science,Mechanical Engineer,58.0,Male,8.0,Master's,Low,8.0,6.0,83.0,108413.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,2.0,0.0
Business,Psychologist,57.0,Female,25.0,Bachelor's,Low,3.0,6.0,76.0,118722.0,7.0,1.0,9.0,0.0,0.0,1.0,6.0,1.0,10.0,1.0,1.0,0.0
Medicine,Business Analyst,29.0,Female,31.0,High School,High,9.0,7.0,42.0,42252.0,10.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,0.0,2.0
Education,Artist,55.0,Male,38.0,Master's,Low,8.0,7.0,56.0,187269.0,4.0,1.0,3.0,0.0,0.0,1.0,8.0,2.0,8.0,1.0,2.0,0.0
Arts,Software Developer,26.0,Female,8.0,Master's,High,2.0,4.0,94.0,72661.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,6.0,1.0,2.0,2.0
Mechanical Engineering,Artist,51.0,Male,23.0,High School,Medium,4.0,4.0,43.0,156323.0,5.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,9.0,1.0,0.0,1.0
Psychology,Artist,55.0,Male,18.0,High School,Low,7.0,2.0,59.0,189609.0,9.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0
Psychology,Teacher,35.0,Female,34.0,PhD,High,4.0,4.0,99.0,152935.0,6.0,0.0,8.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,3.0,2.0
Psychology,Economist,34.0,Male,28.0,PhD,Medium,2.0,1.0,87.0,163260.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0
Business,Lawyer,31.0,Male,22.0,High School,Medium,6.0,9.0,22.0,139036.0,1.0,0.0,8.0,0.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0
Education,Biologist,27.0,Female,4.0,Bachelor's,Low,8.0,3.0,19.0,111569.0,6.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,1.0,0.0
Economics,Doctor,21.0,Male,21.0,Bachelor's,Medium,5.0,7.0,87.0,129905.0,4.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,1.0
Biology,Software Developer,46.0,Male,8.0,High School,High,1.0,7.0,35.0,48360.0,9.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,2.0
Arts,Doctor,20.0,Female,16.0,Bachelor's,High,6.0,10.0,90.0,109245.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,1.0,2.0
Arts,Economist,28.0,Female,17.0,Master's,Medium,5.0,6.0,9.0,67342.0,6.0,1.0,3.0,1.0,0.0,0.0,8.0,2.0,2.0,1.0,2.0,1.0
Medicine,Software Developer,39.0,Female,15.0,High School,High,6.0,9.0,7.0,186077.0,6.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,2.0
Medicine,Teacher,49.0,Male,23.0,Bachelor's,Low,1.0,10.0,56.0,164675.0,2.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,3.0,1.0,1.0,0.0
Economics,Software Developer,55.0,Male,12.0,PhD,High,6.0,4.0,38.0,92562.0,7.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,2.0
Economics,Software Developer,44.0,Male,31.0,Bachelor's,High,3.0,1.0,52.0,37590.0,9.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,1.0,2.0
Medicine,Biologist,31.0,Female,10.0,Bachelor's,High,5.0,8.0,42.0,75095.0,6.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0
Biology,Lawyer,24.0,Male,22.0,Bachelor's,High,2.0,4.0,67.0,109899.0,7.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0
Arts,Artist,31.0,Female,3.0,High School,Low,2.0,2.0,55.0,69459.0,4.0,0.0,9.0,0.0,0.0,1.0,6.0,2.0,3.0,1.0,0.0,0.0
Psychology,Software Developer,22.0,Female,14.0,Bachelor's,Low,4.0,3.0,8.0,161028.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0
Psychology,Doctor,28.0,Male,15.0,PhD,Low,8.0,8.0,28.0,127719.0,2.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,3.0,0.0
Biology,Economist,32.0,Male,1.0,Bachelor's,Medium,2.0,2.0,69.0,33417.0,5.0,0.0,8.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,1.0,1.0
Psychology,Economist,57.0,Female,4.0,High School,Low,5.0,10.0,97.0,71632.0,7.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0
Psychology,Business Analyst,52.0,Male,1.0,PhD,High,9.0,9.0,13.0,89148.0,1.0,0.0,5.0,0.0,1.0,1.0,10.0,0.0,3.0,0.0,3.0,2.0
Computer Science,Psychologist,52.0,Male,8.0,High School,High,5.0,1.0,93.0,61208.0,5.0,1.0,7.0,0.0,1.0,0.0,9.0,1.0,5.0,1.0,0.0,2.0
Economics,Psychologist,35.0,Male,9.0,PhD,High,8.0,10.0,58.0,62491.0,1.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,10.0,0.0,3.0,2.0
Mechanical Engineering,Software Developer,51.0,Female,38.0,PhD,Low,3.0,5.0,93.0,105171.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,3.0,0.0
Mechanical Engineering,Mechanical Engineer,50.0,Female,6.0,Master's,High,5.0,3.0,75.0,72410.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0
Mechanical Engineering,Biologist,31.0,Male,23.0,High School,High,9.0,10.0,18.0,45922.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,9.0,1.0,0.0,2.0
Computer Science,Teacher,34.0,Female,30.0,High School,High,5.0,6.0,48.0,126370.0,9.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0
Medicine,Artist,38.0,Female,11.0,Bachelor's,High,8.0,5.0,63.0,77630.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,10.0,1.0,1.0,2.0
Business,Biologist,56.0,Male,25.0,Bachelor's,Medium,3.0,2.0,7.0,66462.0,7.0,0.0,4.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,1.0,1.0
Law,Artist,54.0,Female,23.0,PhD,Low,8.0,6.0,25.0,140592.0,9.0,0.0,10.0,0.0,1.0,0.0,10.0,2.0,8.0,0.0,3.0,0.0
Law,Business Analyst,48.0,Female,7.0,PhD,Low,1.0,5.0,87.0,181965.0,8.0,0.0,6.0,1.0,0.0,0.0,9.0,0.0,9.0,1.0,3.0,0.0
Biology,Artist,46.0,Male,36.0,Bachelor's,Medium,9.0,7.0,14.0,55723.0,4.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,1.0,1.0
Arts,Teacher,33.0,Male,10.0,PhD,Medium,2.0,3.0,44.0,134540.0,6.0,0.0,2.0,0.0,1.0,1.0,5.0,2.0,10.0,1.0,3.0,1.0
Computer Science,Business Analyst,36.0,Female,6.0,Bachelor's,High,6.0,4.0,6.0,168047.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,2.0
Psychology,Mechanical Engineer,31.0,Male,24.0,PhD,Medium,9.0,9.0,20.0,161786.0,10.0,0.0,10.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,3.0,1.0
Education,Biologist,41.0,Male,30.0,Master's,Low,10.0,6.0,99.0,78789.0,9.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,8.0,0.0,2.0,0.0
Business,Psychologist,55.0,Female,17.0,Master's,High,10.0,2.0,67.0,140636.0,4.0,1.0,9.0,0.0,1.0,0.0,8.0,0.0,9.0,1.0,2.0,2.0
Psychology,Artist,27.0,Male,27.0,High School,Low,2.0,2.0,25.0,54424.0,1.0,0.0,5.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0
Computer Science,Doctor,58.0,Female,6.0,High School,Medium,4.0,9.0,17.0,124916.0,7.0,0.0,5.0,0.0,1.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0
Education,Mechanical Engineer,39.0,Female,39.0,Master's,High,9.0,4.0,32.0,89061.0,4.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,7.0,1.0,2.0,2.0
Medicine,Business Analyst,34.0,Male,11.0,PhD,Medium,9.0,4.0,17.0,119288.0,5.0,0.0,6.0,0.0,0.0,1.0,8.0,2.0,5.0,0.0,3.0,1.0
Arts,Business Analyst,35.0,Female,39.0,Bachelor's,Medium,10.0,5.0,37.0,133170.0,4.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0
Computer Science,Software Developer,50.0,Female,32.0,PhD,Low,6.0,10.0,50.0,59210.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0
Computer Science,Artist,38.0,Female,34.0,Bachelor's,Low,1.0,3.0,66.0,63782.0,4.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0
Law,Business Analyst,44.0,Male,12.0,Bachelor's,Low,7.0,2.0,68.0,182300.0,10.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,0.0
Law,Biologist,25.0,Male,31.0,Bachelor's,Low,2.0,2.0,44.0,64645.0,5.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,8.0,1.0,1.0,0.0
Law,Business Analyst,32.0,Male,10.0,PhD,High,1.0,2.0,96.0,57257.0,8.0,1.0,2.0,0.0,0.0,0.0,9.0,1.0,3.0,1.0,3.0,2.0
Economics,Lawyer,55.0,Male,17.0,Master's,Medium,7.0,8.0,86.0,73608.0,3.0,0.0,9.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,2.0,1.0
Medicine,Mechanical Engineer,30.0,Male,7.0,Bachelor's,Low,9.0,5.0,26.0,179961.0,1.0,0.0,10.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,1.0,0.0
Computer Science,Artist,49.0,Male,17.0,Bachelor's,Medium,5.0,4.0,48.0,135063.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,9.0,0.0,1.0,1.0
Law,Software Developer,56.0,Female,3.0,PhD,Medium,7.0,10.0,42.0,164911.0,4.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,3.0,1.0
Education,Economist,34.0,Male,10.0,Bachelor's,Low,10.0,7.0,18.0,84792.0,9.0,1.0,2.0,0.0,0.0,0.0,7.0,2.0,3.0,1.0,1.0,0.0
Economics,Business Analyst,57.0,Female,13.0,PhD,Medium,5.0,5.0,17.0,196917.0,7.0,0.0,9.0,0.0,0.0,1.0,5.0,2.0,7.0,0.0,3.0,1.0
Psychology,Lawyer,49.0,Female,30.0,High School,Medium,9.0,2.0,86.0,194250.0,4.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,0.0,1.0
Biology,Lawyer,49.0,Male,12.0,Bachelor's,Medium,1.0,10.0,27.0,95813.0,9.0,0.0,8.0,0.0,0.0,1.0,7.0,2.0,8.0,1.0,1.0,1.0
Law,Economist,48.0,Female,36.0,Bachelor's,Low,9.0,5.0,73.0,125165.0,9.0,0.0,10.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,0.0
Economics,Biologist,20.0,Female,20.0,Bachelor's,Low,2.0,4.0,71.0,75880.0,1.0,0.0,6.0,1.0,0.0,0.0,8.0,2.0,1.0,1.0,1.0,0.0
Law,Mechanical Engineer,59.0,Male,28.0,High School,High,7.0,1.0,76.0,39792.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,7.0,1.0,0.0,2.0
Psychology,Psychologist,51.0,Male,36.0,High School,Medium,7.0,1.0,33.0,78165.0,5.0,0.0,8.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,0.0,1.0
Psychology,Business Analyst,59.0,Female,15.0,Master's,Low,4.0,7.0,35.0,41323.0,3.0,1.0,7.0,1.0,0.0,1.0,7.0,0.0,10.0,1.0,2.0,0.0
Business,Economist,38.0,Female,20.0,Master's,Medium,2.0,3.0,81.0,173628.0,8.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,8.0,1.0,2.0,1.0
Economics,Business Analyst,42.0,Female,31.0,Bachelor's,Low,2.0,7.0,84.0,177108.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0
Arts,Psychologist,32.0,Female,22.0,Master's,Low,7.0,4.0,36.0,34379.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,2.0,0.0
Medicine,Doctor,47.0,Female,7.0,Master's,Low,10.0,7.0,51.0,61493.0,1.0,1.0,7.0,0.0,0.0,1.0,7.0,1.0,7.0,1.0,2.0,0.0
Biology,Artist,37.0,Male,8.0,Bachelor's,High,6.0,4.0,25.0,156913.0,8.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0,2.0
Biology,Doctor,48.0,Female,1.0,Bachelor's,Low,1.0,5.0,46.0,195421.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,4.0,1.0,1.0,0.0
Law,Doctor,44.0,Male,25.0,High School,Medium,6.0,10.0,75.0,147021.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0
Education,Software Developer,39.0,Female,6.0,PhD,Medium,7.0,1.0,18.0,74154.0,6.0,0.0,6.0,1.0,1.0,0.0,8.0,0.0,9.0,0.0,3.0,1.0
Computer Science,Teacher,34.0,Female,29.0,PhD,Low,5.0,3.0,48.0,174233.0,5.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,3.0,0.0
Biology,Lawyer,55.0,Female,28.0,Master's,Low,5.0,1.0,45.0,84144.0,2.0,0.0,8.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0
Medicine,Business Analyst,41.0,Male,11.0,PhD,Low,5.0,8.0,84.0,179546.0,2.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0
Medicine,Biologist,24.0,Male,18.0,Bachelor's,High,5.0,5.0,19.0,184071.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0
Arts,Psychologist,46.0,Male,29.0,Master's,Low,5.0,8.0,61.0,181629.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,2.0,0.0
Computer Science,Teacher,45.0,Female,1.0,Bachelor's,High,7.0,5.0,93.0,39650.0,5.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0
Economics,Artist,26.0,Male,38.0,Bachelor's,Low,10.0,7.0,10.0,174235.0,8.0,0.0,7.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0
Mechanical Engineering,Software Developer,57.0,Male,4.0,Bachelor's,Low,7.0,4.0,29.0,194830.0,3.0,0.0,7.0,1.0,0.0,0.0,9.0,0.0,6.0,0.0,1.0,0.0
Business,Economist,49.0,Male,5.0,Bachelor's,Low,4.0,6.0,30.0,33687.0,4.0,1.0,1.0,1.0,0.0,1.0,10.0,1.0,7.0,1.0,1.0,0.0
Arts,Economist,50.0,Female,35.0,Master's,High,5.0,9.0,72.0,194873.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0
Computer Science,Mechanical Engineer,23.0,Male,12.0,High School,Medium,10.0,4.0,87.0,82868.0,9.0,0.0,9.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0
Biology,Mechanical Engineer,59.0,Female,22.0,Master's,Low,8.0,4.0,86.0,117867.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,2.0,0.0
Computer Science,Mechanical Engineer,30.0,Male,26.0,High School,High,3.0,9.0,94.0,194643.0,5.0,0.0,4.0,0.0,1.0,0.0,8.0,2.0,1.0,1.0,0.0,2.0
Economics,Artist,34.0,Male,18.0,High School,Medium,5.0,9.0,79.0,83922.0,5.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0
Economics,Doctor,45.0,Female,4.0,High School,Low,2.0,2.0,74.0,56197.0,5.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0
Computer Science,Business Analyst,42.0,Male,16.0,Bachelor's,Low,8.0,8.0,60.0,74214.0,7.0,0.0,3.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,1.0,0.0
Mechanical Engineering,Lawyer,51.0,Female,11.0,Master's,Medium,10.0,5.0,87.0,180856.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0
Arts,Teacher,21.0,Female,8.0,High School,Medium,3.0,9.0,92.0,68130.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,1.0
Economics,Lawyer,53.0,Female,0.0,High School,High,10.0,7.0,97.0,144977.0,9.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0
Computer Science,Teacher,43.0,Male,30.0,Master's,Low,8.0,5.0,37.0,185808.0,9.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,10.0,0.0,2.0,0.0
Biology,Software Developer,32.0,Male,3.0,PhD,Medium,4.0,3.0,20.0,96658.0,3.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,4.0,1.0,3.0,1.0
Economics,Teacher,59.0,Male,7.0,Master's,Low,3.0,4.0,97.0,86339.0,5.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,7.0,1.0,2.0,0.0
Computer Science,Teacher,20.0,Female,27.0,PhD,Low,5.0,6.0,20.0,92403.0,10.0,0.0,8.0,1.0,0.0,0.0,5.0,2.0,10.0,0.0,3.0,0.0
Computer Science,Economist,59.0,Male,5.0,PhD,Medium,2.0,6.0,78.0,181432.0,2.0,1.0,3.0,0.0,0.0,0.0,10.0,0.0,7.0,1.0,3.0,1.0
Biology,Teacher,25.0,Male,5.0,High School,Medium,1.0,6.0,87.0,178159.0,7.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0
Psychology,Artist,37.0,Female,20.0,Master's,Medium,1.0,7.0,85.0,80246.0,1.0,0.0,7.0,1.0,1.0,0.0,10.0,0.0,5.0,1.0,2.0,1.0
Business,Biologist,49.0,Female,13.0,High School,Low,9.0,7.0,91.0,182845.0,2.0,0.0,2.0,1.0,0.0,0.0,10.0,2.0,6.0,0.0,0.0,0.0
Business,Teacher,26.0,Male,27.0,High School,Low,7.0,1.0,37.0,182433.0,3.0,0.0,10.0,1.0,0.0,0.0,10.0,1.0,5.0,0.0,0.0,0.0
Psychology,Lawyer,30.0,Female,36.0,PhD,Medium,3.0,8.0,72.0,92149.0,9.0,0.0,8.0,0.0,0.0,1.0,8.0,1.0,5.0,1.0,3.0,1.0
Mechanical Engineering,Doctor,23.0,Male,23.0,Master's,Medium,6.0,7.0,32.0,145252.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0
Psychology,Artist,45.0,Female,27.0,Master's,Low,7.0,7.0,52.0,137832.0,9.0,0.0,8.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0
Mechanical Engineering,Psychologist,22.0,Female,3.0,PhD,High,3.0,3.0,89.0,181669.0,10.0,0.0,10.0,0.0,0.0,0.0,7.0,1.0,4.0,1.0,3.0,2.0
Education,Doctor,45.0,Female,27.0,High School,High,6.0,4.0,62.0,124499.0,5.0,0.0,2.0,1.0,1.0,1.0,9.0,2.0,2.0,0.0,0.0,2.0
Business,Teacher,34.0,Male,20.0,Bachelor's,High,5.0,10.0,58.0,49685.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,1.0,2.0
Business,Mechanical Engineer,25.0,Female,34.0,Master's,Low,4.0,5.0,38.0,72644.0,8.0,0.0,6.0,1.0,0.0,0.0,6.0,2.0,10.0,1.0,2.0,0.0
